;product_id;country;product_score
339;645137e02277715c35aa3c83;AUSTRALIA;3.545914321628617
342;645137e02277715c35aa3c83;BRAZIL;5.407504250520415
343;645137e02277715c35aa3c83;CANADA;4.08612194406384
344;645137e02277715c35aa3c83;CHILE;8.611172840151745
345;645137e02277715c35aa3c83;COLOMBIA;9.505269378820449
346;645137e02277715c35aa3c83;FRANCE;0.7007865627221266
348;645137e02277715c35aa3c83;GREECE;6.996806323076504
349;645137e02277715c35aa3c83;ITALY;1.1427331874880942
350;645137e02277715c35aa3c83;MALAYSIA;8.979551539368732
351;645137e02277715c35aa3c83;MEXICO;1.4209854344521022
352;645137e02277715c35aa3c83;NETHERLANDS;9.915112085490016
353;645137e02277715c35aa3c83;PANAMA;4.27750211934311
354;645137e02277715c35aa3c83;PERU;3.8193688265075396
356;645137e02277715c35aa3c83;RUSSIA;5.862804843597465
357;645137e02277715c35aa3c83;SAUDI ARABIA;3.9435643649234366
358;645137e02277715c35aa3c83;SINGAPORE;2.3469360667903127
360;645137e02277715c35aa3c83;SWITZERLAND;6.291438441942256
361;645137e02277715c35aa3c83;UAE;7.283635985600679
362;645137e02277715c35aa3c83;UNITED KINGDOM;9.45321605202606
363;645137e02277715c35aa3c83;USA;4.0911860757906195
364;645139212277715c35aa3f9a;ARGENTINA;7.057729355302871
366;645139212277715c35aa3f9a;AUSTRIA;8.336035165419347
367;645139212277715c35aa3f9a;BELGIUM;8.31383815868042
368;645139212277715c35aa3f9a;BRAZIL;0.3427013857978678
369;645139212277715c35aa3f9a;CANADA;3.557023200321864
370;645139212277715c35aa3f9a;CHILE;0.13418359166276095
371;645139212277715c35aa3f9a;COLOMBIA;5.590799207256321
372;645139212277715c35aa3f9a;FRANCE;8.65090426100416
373;645139212277715c35aa3f9a;GERMANY;8.14918033538338
374;645139212277715c35aa3f9a;GREECE;8.112495727063342
376;645139212277715c35aa3f9a;MALAYSIA;3.5183599783748596
377;645139212277715c35aa3f9a;MEXICO;0.4632965482070961
378;645139212277715c35aa3f9a;NETHERLANDS;1.724177216537356
379;645139212277715c35aa3f9a;PANAMA;6.706913590081748
380;645139212277715c35aa3f9a;PERU;1.3384279446704428
381;645139212277715c35aa3f9a;PORTUGAL;1.2532836775372735
382;645139212277715c35aa3f9a;RUSSIA;3.5367523911272523
383;645139212277715c35aa3f9a;SAUDI ARABIA;0.9453482792954104
386;645139212277715c35aa3f9a;SWITZERLAND;3.2978414214512553
387;645139212277715c35aa3f9a;UAE;9.69692653724781
388;645139212277715c35aa3f9a;UNITED KINGDOM;0.1995110878476447
390;64513a2b2277715c35aa42b3;ARGENTINA;8.305428072183648
391;64513a2b2277715c35aa42b3;AUSTRALIA;9.936216630143715
392;64513a2b2277715c35aa42b3;AUSTRIA;4.3640527411765575
393;64513a2b2277715c35aa42b3;BELGIUM;9.43055368743049
394;64513a2b2277715c35aa42b3;BRAZIL;2.6114486847736282
396;64513a2b2277715c35aa42b3;CHILE;9.82297301249216
397;64513a2b2277715c35aa42b3;COLOMBIA;8.615513109431834
398;64513a2b2277715c35aa42b3;FRANCE;8.846975700428652
399;64513a2b2277715c35aa42b3;GERMANY;1.3039835881478368
401;64513a2b2277715c35aa42b3;ITALY;8.700624178454376
403;64513a2b2277715c35aa42b3;MEXICO;9.418229906707294
404;64513a2b2277715c35aa42b3;NETHERLANDS;8.190479790999953
405;64513a2b2277715c35aa42b3;PANAMA;0.9136402324708748
406;64513a2b2277715c35aa42b3;PERU;0.8477663240547428
407;64513a2b2277715c35aa42b3;PORTUGAL;3.5760599362658496
408;64513a2b2277715c35aa42b3;RUSSIA;7.0492566730886
409;64513a2b2277715c35aa42b3;SAUDI ARABIA;0.12452828167165864
410;64513a2b2277715c35aa42b3;SINGAPORE;9.50645746196961
412;64513a2b2277715c35aa42b3;SWITZERLAND;5.254492661134334
414;64513a2b2277715c35aa42b3;UNITED KINGDOM;3.5837244268355994
415;64513a2b2277715c35aa42b3;USA;5.612289291905449
418;645273c22277715c35aa4b78;AUSTRIA;7.157861966738137
419;645273c22277715c35aa4b78;BELGIUM;2.7327908773252316
420;645273c22277715c35aa4b78;BRAZIL;2.911236472278631
421;645273c22277715c35aa4b78;CANADA;4.681768499123523
422;645273c22277715c35aa4b78;CHILE;6.699307265601878
424;645273c22277715c35aa4b78;FRANCE;7.063703349217948
425;645273c22277715c35aa4b78;GERMANY;3.240566394236403
426;645273c22277715c35aa4b78;GREECE;3.224915594482006
427;645273c22277715c35aa4b78;ITALY;4.871087461730789
428;645273c22277715c35aa4b78;MALAYSIA;5.419217005994222
429;645273c22277715c35aa4b78;MEXICO;6.4941413493927165
430;645273c22277715c35aa4b78;NETHERLANDS;6.177096816998916
431;645273c22277715c35aa4b78;PANAMA;3.7251788400668984
433;645273c22277715c35aa4b78;PORTUGAL;2.968867902664986
434;645273c22277715c35aa4b78;RUSSIA;3.0792119113128056
435;645273c22277715c35aa4b78;SAUDI ARABIA;6.4540105770347385
436;645273c22277715c35aa4b78;SINGAPORE;4.331475543813502
437;645273c22277715c35aa4b78;SPAIN;1.3434936229674455
439;645273c22277715c35aa4b78;UAE;0.05923059126252683
440;645273c22277715c35aa4b78;UNITED KINGDOM;0.29677364065667455
441;645273c22277715c35aa4b78;USA;8.67516347099061
443;64537c072277715c35aa5621;AUSTRALIA;4.578272113804717
444;64537c072277715c35aa5621;AUSTRIA;6.574272039930777
445;64537c072277715c35aa5621;BELGIUM;9.29037496128832
446;64537c072277715c35aa5621;BRAZIL;1.2627985407635378
447;64537c072277715c35aa5621;CANADA;4.476158953822436
448;64537c072277715c35aa5621;CHILE;5.390673968786479
449;64537c072277715c35aa5621;COLOMBIA;8.415349072337763
452;64537c072277715c35aa5621;GREECE;9.937184246216287
454;64537c072277715c35aa5621;MALAYSIA;7.116784866578242
455;64537c072277715c35aa5621;MEXICO;6.418341029935552
456;64537c072277715c35aa5621;NETHERLANDS;9.203125293738946
457;64537c072277715c35aa5621;PANAMA;8.37380912950113
458;64537c072277715c35aa5621;PERU;8.650441645445747
459;64537c072277715c35aa5621;PORTUGAL;0.027057246703674487
460;64537c072277715c35aa5621;RUSSIA;5.144320915365168
462;64537c072277715c35aa5621;SINGAPORE;7.827285673853216
463;64537c072277715c35aa5621;SPAIN;1.8145712247569956
464;64537c072277715c35aa5621;SWITZERLAND;7.514522916030558
465;64537c072277715c35aa5621;UAE;0.091601516523796
466;64537c072277715c35aa5621;UNITED KINGDOM;5.7516669112474395
467;64537c072277715c35aa5621;USA;8.513281199933413
468;645d126cfd2be73cff71eb0f;ARGENTINA;4.313483582253463
469;645d126cfd2be73cff71eb0f;AUSTRALIA;7.394525277159709
470;645d126cfd2be73cff71eb0f;AUSTRIA;5.303986699108694
472;645d126cfd2be73cff71eb0f;BRAZIL;6.472909784202843
473;645d126cfd2be73cff71eb0f;CANADA;5.166679158755233
474;645d126cfd2be73cff71eb0f;CHILE;4.758367432659001
475;645d126cfd2be73cff71eb0f;COLOMBIA;8.41626579613212
476;645d126cfd2be73cff71eb0f;FRANCE;0.9274318558907946
477;645d126cfd2be73cff71eb0f;GERMANY;5.84651285351031
478;645d126cfd2be73cff71eb0f;GREECE;1.148104877978019
479;645d126cfd2be73cff71eb0f;ITALY;5.6280791164510156
480;645d126cfd2be73cff71eb0f;MALAYSIA;9.635960426817224
481;645d126cfd2be73cff71eb0f;MEXICO;0.570978910112987
483;645d126cfd2be73cff71eb0f;PANAMA;4.2200680319639305
484;645d126cfd2be73cff71eb0f;PERU;8.019712002760803
485;645d126cfd2be73cff71eb0f;PORTUGAL;3.6969156837030894
486;645d126cfd2be73cff71eb0f;RUSSIA;5.203147674640011
487;645d126cfd2be73cff71eb0f;SAUDI ARABIA;1.1470780688144822
489;645d126cfd2be73cff71eb0f;SPAIN;2.230732752393918
490;645d126cfd2be73cff71eb0f;SWITZERLAND;6.864252054507757
491;645d126cfd2be73cff71eb0f;UAE;8.285875540145932
492;645d126cfd2be73cff71eb0f;UNITED KINGDOM;6.464563496658862
493;645d126cfd2be73cff71eb0f;USA;8.369208794785624
495;645e0a51fd2be73cff71f14a;AUSTRALIA;6.056574671741977
496;645e0a51fd2be73cff71f14a;AUSTRIA;8.102082089353827
497;645e0a51fd2be73cff71f14a;BELGIUM;9.828868009369462
498;645e0a51fd2be73cff71f14a;BRAZIL;0.8282473413794122
499;645e0a51fd2be73cff71f14a;CANADA;4.796496301297099
500;645e0a51fd2be73cff71f14a;CHILE;1.898926663527225
501;645e0a51fd2be73cff71f14a;COLOMBIA;4.652285476146202
503;645e0a51fd2be73cff71f14a;GERMANY;4.995867448318549
504;645e0a51fd2be73cff71f14a;GREECE;6.21921276205751
505;645e0a51fd2be73cff71f14a;ITALY;4.392979869831915
506;645e0a51fd2be73cff71f14a;MALAYSIA;3.2471242776220133
507;645e0a51fd2be73cff71f14a;MEXICO;0.43168295392455924
509;645e0a51fd2be73cff71f14a;PANAMA;0.3479353370297933
510;645e0a51fd2be73cff71f14a;PERU;1.7500835179598129
512;645e0a51fd2be73cff71f14a;RUSSIA;4.48986409721693
513;645e0a51fd2be73cff71f14a;SAUDI ARABIA;4.175160362579643
514;645e0a51fd2be73cff71f14a;SINGAPORE;1.9069549397230168
515;645e0a51fd2be73cff71f14a;SPAIN;8.223395717796922
516;645e0a51fd2be73cff71f14a;SWITZERLAND;6.834932116618194
517;645e0a51fd2be73cff71f14a;UAE;3.4316498158411157
518;645e0a51fd2be73cff71f14a;UNITED KINGDOM;7.969675520109653
519;645e0a51fd2be73cff71f14a;USA;9.892459055414966
521;645e0ad3fd2be73cff71f473;AUSTRALIA;2.450424237783068
522;645e0ad3fd2be73cff71f473;AUSTRIA;3.6258990583705417
524;645e0ad3fd2be73cff71f473;BRAZIL;9.928982521122116
525;645e0ad3fd2be73cff71f473;CANADA;1.3788257130542736
527;645e0ad3fd2be73cff71f473;COLOMBIA;0.7718776332617172
528;645e0ad3fd2be73cff71f473;FRANCE;5.2099116030791714
529;645e0ad3fd2be73cff71f473;GERMANY;4.684291028176325
530;645e0ad3fd2be73cff71f473;GREECE;0.7828874697913502
531;645e0ad3fd2be73cff71f473;ITALY;2.900360230212816
532;645e0ad3fd2be73cff71f473;MALAYSIA;4.189366632544735
533;645e0ad3fd2be73cff71f473;MEXICO;8.222096215636364
534;645e0ad3fd2be73cff71f473;NETHERLANDS;7.0784235415391805
535;645e0ad3fd2be73cff71f473;PANAMA;9.145266384595228
536;645e0ad3fd2be73cff71f473;PERU;3.324999369680527
537;645e0ad3fd2be73cff71f473;PORTUGAL;3.0937842250050043
